acc_x,acc_y,acc_z,gy_x,gy_y,gy_z,pitch,roll,yaw,direction
0.7494,0.1032,0.5954,0.0394,2.7548,0.2474,121.6183,312.1881,359.0544,down
0.4997,-0.014,0.831,0.1334,1.9564,0.2736,125.828,331.3293,358.0834,down
0.2308,-0.0186,0.9758,0.0717,1.4118,0.2962,128.0435,346.9287,357.7442,down
-0.0457,-0.0027,0.9626,0.1835,0.552,0.0763,129.5892,355.3041,358.9358,down
-0.0276,0.0267,1.0021,0.1133,-0.5577,-0.1265,129.7563,352.6681,359.997,down
0.176,0.0719,0.9611,-0.0856,-1.4168,-0.3898,127.7278,338.2569,1.4052,down
0.4674,0.0947,0.8914,0.3503,-1.8298,-0.164,121.6481,317.709,8.3349,down
0.6713,0.1107,0.6475,0.087,-1.4804,-0.0941,112.8832,299.8783,17.1029,down
0.9097,0.1369,0.4153,0.0018,-1.1099,-0.2025,91.1092,286.742,36.9298,down
0.9931,0.1753,0.1679,-0.0489,-0.3857,0.0641,53.7893,280.5275,70.7335,down
0.9778,0.1658,0.1645,-0.0639,1.4716,0.3405,93.6602,286.0405,30.3187,down
0.803,0.1352,0.5968,-0.0022,2.5141,-0.0767,109.3816,309.5263,17.047,down
0.4274,0.1107,0.8883,-0.2202,1.8996,0.4878,122.3679,335.5569,7.592,down
0.0769,0.0447,1.0113,-0.0859,0.8571,0.0452,125.6954,350.4046,4.0401,down
0.0216,0.0719,0.9628,-0.0868,-0.2522,-0.0309,126.4105,349.7798,4.2828,down
0.2352,0.0653,0.9334,0.2287,-2.2513,-0.5141,118.1225,326.0649,9.296,down
0.6393,0.1214,0.7328,-0.0898,-1.4956,0.025,114.1062,306.3671,11.6496,down
0.82,0.1146,0.5444,0.0711,-1.0882,0.0595,105.9196,292.5369,18.4063,down
0.9414,0.1078,0.346,-0.0022,-0.8295,0.0577,91.5204,283.5901,31.1102,down
0.9511,0.066,0.1984,-0.0773,-0.5109,0.051,70.0727,277.8797,49.2431,down
1.0008,0.093,0.1482,0.0965,0.4875,-0.0309,78.9119,280.177,39.6005,down
0.9448,0.0745,0.3694,0.1255,2.1134,0.3506,108.9359,294.4971,10.4408,down
0.7002,0.0775,0.7423,-0.029,1.8968,0.2214,117.41,316.319,3.5173,down
0.4519,0.0549,0.8951,-0.0578,2.1888,0.2639,120.415,334.8308,2.1641,down
0.21,0.0168,0.9268,0.0589,1.4026,0.1634,123.298,348.1073,2.2039,down
0.0419,0.0469,0.9648,-0.0694,0.5043,0.0424,124.9788,354.0389,2.281,down
0.0126,0.0277,0.9975,-0.0587,-0.5711,-0.0449,125.3449,352.631,2.0108,down
0.3186,0.0255,0.8819,0.1347,-2.451,-0.3122,119.4436,323.3571,6.666,down
0.7501,0.0828,0.656,0.2,-2.1276,-0.274,104.339,298.8411,20.2434,down
0.8769,0.0879,0.3314,0.0702,-1.2207,0.0531,87.0028,285.0983,37.3059,down
0.9754,0.1124,0.125,0.0296,-0.4596,-0.0749,51.1806,281.4911,72.2599,down
1.0047,0.1758,0.137,0.083,2.2624,0.5653,109.0509,293.7547,18.6949,down
0.6134,-0.0137,0.7774,-0.0013,2.9139,0.2373,124.3361,328.4645,3.9377,down
0.1988,-0.0002,1.0243,0.4615,1.1616,0.0269,127.8036,347.5575,5.2063,down
0.024,0.0668,0.9777,-0.0776,-0.3564,-0.0825,126.7186,345.9032,6.6538,down
0.2902,0.0418,0.965,0.1707,-2.7103,-0.5394,113.4376,316.6443,16.9241,down
0.6832,0.1415,0.599,0.328,-2.8524,-0.3699,67.2444,294.4364,59.871,down
0.9509,0.0847,0.193,-0.3155,-1.0204,0.2501,21.2726,289.2012,98.8382,down
0.9717,0.0631,0.1148,-0.0473,0.0686,0.155,13.7927,288.7072,103.1155,down
0.9775,0.0294,0.2415,0.2181,1.6932,0.1486,74.2267,289.6537,46.736,down
0.7894,0.0138,0.6463,0.1885,1.8044,0.0347,104.6156,310.8402,18.8865,down
0.4449,0.0316,0.8861,0.1274,1.3783,0.2042,113.7836,329.8781,14.3086,down
0.2451,0.0456,1.0043,0.1296,1.0087,-0.1681,117.813,346.1433,13.5565,down
0.1234,0.0471,0.9945,0.0469,0.0374,-0.0232,119.3047,348.7934,13.397,down
0.2769,0.092,0.9358,0.1477,-1.753,-0.4756,108.0338,330.8225,20.128,down
0.5731,0.1379,0.7367,0.1593,-1.7729,-0.048,96.016,310.6722,30.9849,down
0.8764,0.0748,0.5152,-0.199,-1.4635,0.138,80.039,294.6175,41.5867,down
0.9586,0.0583,0.2749,-0.0264,-1.1678,-0.2108,44.2912,288.36,74.5868,down
0.9768,0.0507,0.1716,0.0174,0.1314,0.0589,38.6406,286.89,78.5437,down
0.9121,0.0078,0.3709,0.0112,2.0293,0.2908,95.3415,298.5081,25.7251,down
0.6461,-0.0096,0.7767,0.0293,1.7847,0.2767,113.505,319.2437,11.351,down
0.2757,-0.0273,0.9258,0.0784,1.9851,0.4471,125.3372,343.7821,7.2023,down
0.0492,0.0483,0.9046,-0.048,0.5956,-0.037,126.6204,350.0843,7.2316,down
-0.0141,0.0007,0.9531,0.0387,-0.7623,-0.2526,124.3495,343.4385,8.8115,down
0.2742,0.0949,0.9007,-0.2688,-1.2623,-0.0666,121.7394,331.4187,8.3989,down
0.4844,0.0881,0.8386,0.1817,-1.7119,-0.2019,116.1148,316.494,13.7638,down
0.7409,0.0639,0.5829,-0.1848,-1.5879,-0.0412,107.6218,298.843,20.1328,down
0.962,0.0585,0.3041,-0.1546,-1.2641,-0.0886,84.6419,283.9969,39.1574,down
1.0108,0.0019,0.1584,-0.0472,0.187,0.0365,84.0711,281.844,36.1131,down
0.9223,-0.0217,0.3911,0.3709,1.8552,-0.0417,110.8619,301.7733,13.5251,down
0.7033,0.0289,0.7096,0.1794,1.5755,-0.133,116.873,322.8344,11.3751,down
0.4107,0.058,0.8924,-0.2479,0.9805,0.0579,120.6393,338.1591,7.0658,down
0.2034,0.0129,0.9377,0.2197,1.3464,0.0814,123.0684,349.8226,8.3633,down
0.0087,0.1195,1.0221,-0.0313,0.1047,-0.0115,123.9824,352.2503,9.3166,down
-0.0146,0.1153,0.9816,-0.1809,-0.6115,-0.0457,123.4787,348.7853,8.4434,down
0.2415,0.0456,0.8919,0.2241,-1.4548,-0.3591,117.2172,330.9072,12.8821,down
0.529,0.1292,0.7971,0.0142,-1.6167,-0.0653,109.7681,313.3245,19.3644,down
0.802,0.0901,0.5398,-0.3279,-1.9619,-0.01,94.3906,292.4161,29.4554,down
0.9392,0.0881,0.2573,-0.1037,-0.8696,0.2343,68.5866,280.2603,55.0376,down
0.9455,0.0345,0.1448,-0.1084,0.3755,-0.0238,67.2851,279.8314,55.1691,down
0.8922,0.0279,0.4572,0.1393,1.8404,-0.0318,105.576,297.7998,18.6171,down
0.6944,0.0303,0.7267,0.2682,2.023,0.1335,116.6912,316.981,11.4345,down
0.3654,0.0466,0.9655,-0.029,1.5948,0.1329,122.5264,337.4437,7.9748,down
0.0819,0.0141,1.0445,0.0917,0.5618,-0.0226,125.4002,349.4598,6.9858,down
0.0887,0.0134,1.016,0.2444,-1.7356,-0.1631,122.9315,339.2302,8.6264,down
0.3096,0.0597,0.9265,0.0847,-0.4947,-0.0443,121.2637,332.3855,10.4954,down
0.506,0.0677,0.7796,-0.1637,-1.0524,-0.2966,114.895,316.1383,13.4631,down
0.7475,0.109,0.6629,0.0474,-1.0942,-0.0874,107.3507,303.2409,20.9581,down
0.8219,0.1199,0.4759,-0.0632,-0.9769,-0.2608,79.2129,291.4757,48.1541,down
0.9497,0.0277,0.2902,-0.1997,-0.758,0.1359,57.2682,285.4166,67.0155,down
0.9935,0.0889,0.2042,-0.1319,-0.0829,-0.3955,37.8123,287.6876,84.3294,down
0.9698,0.0483,0.2483,0.0969,0.4946,-0.1387,48.7912,288.5358,73.1641,down
0.9274,0.0901,0.3536,-0.1276,1.5807,0.1811,81.1706,293.4794,42.0211,down
0.7814,0.0935,0.5703,-0.0033,1.8654,0.1622,101.6918,305.3254,24.9113,down
0.5317,-0.0287,0.8734,0.1622,1.9103,0.1756,114.9327,323.0883,13.5864,down
0.274,0.0136,0.9928,-0.2031,1.5096,0.2162,121.1932,340.5586,9.0279,down
0.0385,-0.0627,0.9892,0.1088,0.454,-0.1139,123.3232,349.9869,6.679,down
-0.0538,0.0005,1.0179,0.128,0.0146,0.0102,125.1021,354.1194,6.9847,down
0.0095,0.0041,1.0148,0.2431,-1.5388,-0.258,121.085,341.2254,8.3352,down
0.4444,0.0937,0.8666,0.124,-1.6207,-0.1676,113.1808,319.1687,16.2606,down
0.6847,0.0728,0.7211,0.0327,-1.4478,-0.1902,101.4883,302.4691,24.6521,down
0.8709,0.1343,0.4815,-0.0794,-1.1977,-0.1895,79.5676,290.959,43.7057,down
0.9244,0.1071,0.339,-0.1894,-0.5691,0.2307,69.9668,284.6339,49.5845,down
0.9402,0.1114,0.2142,-0.0864,-0.4289,0.2023,50.9939,281.491,67.2031,down
0.9322,0.1114,0.3151,0.1503,1.6554,0.3279,90.8945,288.0259,28.5043,down
0.7991,-0.0058,0.6212,0.2288,1.6245,-0.0704,105.9672,304.578,15.5454,down
0.6093,0.0794,0.7625,-0.0541,1.2058,0.2106,111.3481,317.7539,12.7186,down
0.3515,-0.0174,0.9772,0.0565,1.6279,0.2384,120.4913,339.0191,5.7196,down
0.0752,0.0104,1.0082,0.1717,0.6963,-0.1141,122.6559,350.3835,6.103,down
-0.0326,-0.006,1.0138,0.0506,-0.4291,-0.1121,123.4515,352.5747,5.9353,down
0.2601,0.0469,0.9831,-0.1647,-1.9868,-0.1878,121.1358,329.1063,5.9565,down
0.6451,0.1253,0.6212,-0.5929,-2.4086,-0.2272,106.8542,295.0822,14.1063,down
0.916,0.0597,0.3192,0.1096,-1.4676,0.2593,93.861,276.2795,26.7183,down
0.9463,0.092,0.1506,-0.2741,-0.5445,-0.1707,11.3614,276.4782,106.5575,down
0.9756,0.0558,0.2583,0.2033,1.9817,0.3454,111.4998,287.396,8.6539,down
0.7341,0.0561,0.676,0.3005,2.6875,-0.1497,116.9157,321.3736,6.9082,down
0.3586,0.0461,0.9516,0.2421,1.4725,0.4065,125.9068,338.5493,3.5567,down
0.0524,0.0658,1.0265,0.0354,0.3513,0.0217,127.9196,346.96,2.4338,down
0.0286,0.144,0.8917,-0.0511,0.0736,0.1369,128.8218,342.9771,2.6564,down
0.0977,0.1258,0.9772,-0.3529,-1.3546,-0.0619,129.2492,332.752,0.9914,down
0.5065,0.1328,0.8186,0.411,-1.839,-0.1395,122.5628,310.7216,9.7203,down
0.786,0.1153,0.6448,-0.3431,-0.8247,0.4671,131.6887,298.7252,358.2502,down
0.8825,0.1607,0.435,-0.1247,-0.9306,-0.0197,121.2298,285.9427,8.1299,down
0.906,0.093,0.3777,-0.0093,-0.8491,0.0627,82.2887,275.2802,46.1412,down
0.9693,0.0619,0.2476,-0.0774,0.3684,0.0719,101.4657,275.9495,24.0873,down
0.8449,0.1097,0.5603,-0.0551,1.9578,-0.0714,114.4796,299.9861,9.0593,down
0.4655,0.0444,0.8637,0.1694,1.9068,0.5847,124.5037,326.1961,3.3608,down
0.1173,0.0568,0.9702,0.1046,0.7358,0.0404,127.534,338.0772,3.1751,down
0.0509,0.1037,1.0235,-0.0972,-0.8005,-0.0869,127.2911,333.4825,2.5249,down
0.4272,0.0551,0.8849,-0.3978,-1.6597,-0.1233,125.5075,313.8773,359.0748,down
0.6932,0.0566,0.6777,-0.0737,-1.2269,0.0517,126.0846,297.0745,358.3831,down
0.8364,0.0189,0.5001,0.1465,-1.3054,0.1278,138.5543,282.0182,347.3042,down
0.9683,0.0194,0.2856,-0.1565,-0.5751,-0.0741,133.4666,274.2754,348.5772,down
0.9923,-0.0065,0.1886,-0.1106,0.3817,0.0379,145.1081,274.2852,334.4236,down
0.9017,-0.0473,0.3958,-0.0305,1.9989,0.0468,127.0372,294.0595,350.7887,down
0.6844,-0.028,0.7633,0.4123,2.0893,-0.0189,121.2912,320.0954,358.4906,down
0.297,-0.0253,1.0157,0.3876,0.976,-0.0827,122.128,341.3754,3.4601,down
0.0456,0.0291,0.9541,-0.1112,0.8722,0.1085,124.48,350.7423,1.7087,down
0.0487,0.0109,0.9775,0.095,0.5005,-0.0156,126.4337,357.1202,2.3729,down
0.0461,-0.0041,1.045,0.0193,-1.4974,-0.335,124.3436,347.4207,3.0359,down
0.3033,0.0041,0.9914,0.2941,-1.4112,-0.3424,121.4899,332.0722,5.9229,down
0.6119,0.1877,0.7596,-0.0412,-1.3862,-0.0186,112.1194,312.7156,14.3098,down
0.7465,0.042,0.5761,-0.1692,-1.0426,-0.0189,106.5328,299.0151,17.8239,down
0.8619,0.0444,0.4045,-0.0968,-1.0065,-0.251,92.32,290.1945,29.8392,down
0.9756,0.1445,0.3044,0.361,-0.1907,0.0324,80.7185,288.735,42.3003,down
0.9443,0.0811,0.3439,0.3598,1.1419,0.2315,99.3661,295.6265,27.6629,down
0.6468,0.0253,0.6926,0.5147,3.0557,0.1723,122.9823,327.3382,16.6277,down
0.1479,0.0216,1.0243,0.0663,1.465,0.1335,134.0634,348.9162,13.5337,down
-0.0158,0.1107,0.996,0.04,-0.472,-0.1255,132.334,346.7653,14.1178,down
0.0863,0.0527,1.0028,0.1036,-2.1635,0.0727,129.0984,330.5225,13.3151,down
0.5048,0.0639,0.8507,0.1979,-2.468,-0.0177,120.746,311.6449,18.7356,down
0.8825,0.0879,0.4867,-0.1958,-1.0472,-0.6539,96.1925,299.6345,37.6143,down
0.8178,0.1697,0.4106,0.3488,-0.9018,0.4588,85.5219,290.9289,48.6799,down
0.9307,0.0886,0.2849,-0.1304,-0.4882,-0.117,71.3018,288.232,59.6848,down
1.0306,0.0422,0.2632,0.1689,0.5878,-0.0418,72.9581,289.6901,55.7755,down
0.9002,-0.0427,0.5076,0.5281,1.5716,-0.4166,96.4109,303.6024,40.3073,down
0.6197,0.1008,0.7725,0.1188,2.4036,-0.336,111.7834,325.5689,30.1648,down
0.2495,0.1277,0.9487,-0.0415,1.0915,0.1934,122.5484,339.6725,24.6108,down
0.0776,0.1226,0.978,-0.0137,0.1987,-0.0256,125.8618,345.7495,24.153,down
0.2492,0.1816,0.9109,-0.3772,-1.9027,0.1979,120.5663,324.917,23.2312,down
0.6127,0.1068,0.735,0.1063,-2.0288,-0.0244,104.8072,302.4475,35.8317,down
0.9043,0.1299,0.4421,-0.2251,-1.359,-0.0235,79.2771,291.1255,56.3005,down
0.9501,0.1209,0.1706,-0.0837,-0.5875,0.1155,57.5564,288.767,75.3718,down
0.9892,0.0852,0.105,-0.1063,-0.3569,-0.018,41.8849,287.237,85.6825,down
0.9363,0.1097,0.2315,0.1017,1.7008,0.3296,90.6667,292.1032,37.5988,down
0.8168,0.092,0.5634,0.2355,1.5964,-0.2013,107.2265,309.8547,25.2268,down
0.546,0.0893,0.8259,0.1695,1.5395,-0.1411,115.3576,327.147,21.2331,down
0.1857,0.1083,0.978,0.1903,1.4632,0.0495,124.841,348.7058,18.0136,down
-0.0432,0.1059,0.9884,0.0159,0.1752,-0.0192,128.0598,354.8011,17.1003,down
0.0131,0.1156,1.0014,-0.1133,-1.5059,-0.266,122.8218,343.8385,16.5907,down
0.2938,0.0129,0.9648,0.0083,-1.7768,-0.456,115.5814,330.8492,17.9289,down
0.5748,0.0709,0.7898,-0.0281,-1.669,-0.0653,107.6403,312.1437,21.8834,down
0.8442,0.1061,0.4669,-0.2355,-1.4219,0.1311,95.6667,294.0684,31.2966,down
0.9569,0.0573,0.3124,-0.1112,-0.6309,-0.1365,79.1235,287.7339,45.0166,down
0.9468,0.0376,0.2493,0.0825,0.4064,0.1475,86.9554,287.9387,36.2652,down
0.8842,0.0337,0.492,0.4337,2.2677,-0.0235,112.2613,309.4635,18.0368,down
0.4846,0.0403,0.8785,0.3088,2.3883,0.1521,124.8645,338.0191,12.9866,down
0.1127,0.1156,0.9926,0.1604,1.1382,-0.0482,128.6207,354.4155,14.5181,down
-0.0817,0.1617,0.9568,0.135,0.7882,-0.0815,132.1629,4.2783,16.8101,down
-0.0504,0.1275,1.004,-0.1988,-0.8877,-0.1661,129.2515,355.5598,15.1624,down
0.3035,0.1197,0.8434,-0.3946,-2.6528,-0.0232,119.4672,323.9241,15.5499,down
0.7472,-0.0289,0.6531,0.0364,-1.8147,-0.6518,100.3398,303.6845,28.2268,down
0.9341,0.0515,0.3763,-0.1121,-1.0954,0.0962,86.3624,289.915,38.7792,down
0.9887,0.0376,0.2746,0.0664,0.0477,-0.0449,84.0057,289.1334,40.3631,down
0.9538,0.0648,0.3716,0.1891,1.7566,0.459,106.1246,302.0976,20.9866,down
0.5617,0.109,0.724,0.4054,2.3758,0.0217,115.7275,327.3367,20.3942,down
0.2744,0.0806,0.9202,0.0633,1.1238,0.138,123.4784,342.2585,17.8695,down
0.0361,0.0653,1.0096,0.238,0.9384,-0.0284,126.427,353.1873,17.012,down
-0.0432,0.0983,0.9704,-0.09,-0.2338,0.0062,127.1146,352.6903,16.3438,down
0.2342,0.0357,0.9879,0.001,-1.9699,-0.324,118.6045,334.7885,15.2666,down
0.6073,0.1161,0.7952,-0.3188,-1.7274,-0.433,102.1203,314.8902,22.1326,down
0.7894,0.0692,0.6022,-0.1505,-0.9366,0.3367,101.2799,301.7643,21.9966,down
0.9002,0.0901,0.3356,-0.3035,-1.1959,-0.2098,73.5088,289.232,44.7778,down
0.9564,0.1136,0.2162,-0.0858,-0.1542,-0.0384,60.376,287.1324,55.6866,down
0.9671,-0.0024,0.4226,0.2175,1.9029,0.1327,96.4683,302.1429,17.2856,down
0.594,0.077,0.7859,0.0675,2.3913,0.1284,109.5103,330.4385,10.803,down
0.1874,0.0189,0.9704,-0.0192,1.3137,0.1635,118.1329,350.0354,6.6183,down
0.0175,0.0578,1.0211,0.1115,-0.4468,-0.0497,119.5778,350.9035,7.2142,down
0.2931,0.1178,0.9002,0.0813,-2.0122,0.1293,116.8808,324.9196,9.508,down
0.6178,0.0532,0.7404,0.1039,-2.2812,-0.3511,107.6734,304.4764,17.4374,down
0.8631,0.0711,0.5159,0.0407,-1.7177,-0.0622,97.1134,289.2312,26.5395,down
0.9916,0.0966,0.1767,-0.1646,-0.6234,-0.3013,49.7036,282.3094,70.3652,down
1.0408,0.101,0.165,-0.0366,1.4908,0.6232,103.4488,285.6116,15.2084,down
0.8292,0.0602,0.5327,0.3672,1.7123,-0.2546,111.9511,306.5592,10.7434,down
0.5879,0.0767,0.8476,-0.0299,1.3418,0.268,118.8576,327.518,4.392,down
0.2907,0.051,0.9317,0.1598,1.6255,0.0081,121.2326,347.2294,5.2413,down
0.0124,0.0699,0.9838,-0.0097,0.3907,0.0288,124.1777,355.7286,6.0984,down
0.0286,0.075,1.0369,-0.0256,-1.5085,-0.0784,122.8513,341.3605,4.4792,down
0.4514,0.0563,0.8447,-0.1429,-1.9816,0.0246,120.8337,318.3127,3.885,down
0.7453,0.0316,0.6477,-0.0229,-1.6145,-0.371,110.5461,302.4094,10.643,down
0.9521,-0.0106,0.3348,-0.3054,-0.9816,-0.1761,108.5797,288.2854,8.2657,down
0.9989,0.0274,0.2629,0.1299,0.4866,0.355,114.5154,287.8163,1.4628,down
0.8711,0.0141,0.4979,0.551,1.6289,0.0633,117.9931,306.7644,4.2069,down
0.5797,0.0707,0.7557,-0.0339,1.7627,0.115,119.6152,327.0613,4.8354,down
0.2948,0.0568,0.9643,0.0004,1.2166,0.1092,122.3701,342.536,4.5653,down
0.0284,0.0459,0.9699,0.0456,1.2114,0.2112,126.1363,356.2546,4.5184,down
-0.055,0.0216,0.9889,0.0477,-0.1244,-0.1037,126.9419,357.851,4.2229,down
0.0303,0.077,0.9716,-0.0351,-1.8843,-0.2787,123.6614,341.5456,5.9656,down
0.3688,0.0323,0.8895,0.0321,-2.0731,-0.0875,121.8142,322.4936,8.0921,down
0.6677,0.06,0.649,-0.0048,-2.0602,-0.0838,118.0549,303.0007,12.9489,down
0.8653,0.0782,0.4352,-0.2263,-1.424,-0.0005,107.5171,288.0807,22.3334,down
1.027,-0.0174,0.2695,-0.1963,-0.001,-0.0221,106.1141,283.1363,18.6454,down
0.9225,-0.0352,0.4016,0.2285,1.5891,0.1807,123.4453,300.1316,3.3407,down
0.6604,-0.0055,0.7742,0.3195,1.7094,-0.0856,124.2674,324.5221,6.333,down
0.3161,0.0107,0.9524,0.1625,1.3426,0.0586,127.9539,344.0141,5.7474,down
0.0223,0.0544,0.9933,0.1833,0.9367,0.0066,130.9342,357.7859,7.1719,down
-0.0829,0.0869,1.0179,-0.0815,-0.72,-0.0551,130.5634,354.2783,6.6413,down
0.0902,0.0551,0.9797,-0.0311,-2.2194,-0.3486,127.3809,336.6332,6.0496,down
0.472,0.0393,0.7996,0.2853,-1.9872,-0.0028,123.2642,313.1313,10.8865,down
0.7688,0.0367,0.5681,-0.4596,-1.4995,-0.0575,117.7078,298.4773,12.9325,down
0.9276,0.0719,0.3926,-0.058,-0.8971,-0.1449,96.6985,286.9901,29.4526,down
0.9606,0.0272,0.3036,-0.0089,0.2644,0.059,100.4637,287.1205,24.4189,down
0.8476,-0.0991,0.5166,0.12,2.2008,0.4381,127.2496,311.7384,356.6866,down
0.53,0.0041,0.8468,0.3305,1.8706,0.1299,128.693,335.9862,359.0042,down
0.2352,-0.0027,0.9509,-0.1377,0.808,0.0648,130.3238,347.2829,358.8147,down
0.0104,0.033,0.995,0.0901,0.6379,0.0495,130.6685,357.2599,0.5322,down
0.0536,0.0027,1.0728,0.0757,-1.1855,-0.08,131.0344,348.7266,0.4954,down
0.2563,0.0578,0.9373,-0.1231,-1.9656,0.0309,130.3333,329.1097,358.6213,down
0.6355,0.0418,0.6882,-0.0886,-1.7952,0.0642,130.756,305.3718,0.6383,down
0.8895,0.0782,0.415,-0.1918,-1.3923,0.2105,132.137,286.6617,356.5857,down
1.018,0.0177,0.2322,-0.1558,-0.8187,-0.1722,127.8612,278.5582,358.512,down
0.9901,0.009,0.1828,-0.0597,0.0295,0.0708,133.3338,278.0523,350.2396,down
0.9067,-0.0864,0.4179,0.21,2.0389,-0.1827,126.1588,301.9567,357.7739,down
0.5877,0.0131,0.8217,0.1483,2.1675,0.2708,129.257,328.965,356.7342,down
0.186,0,0.955,-0.1433,1.5237,0.0225,128.8203,350.3809,355.3735,down
-0.0022,0.0005,1.0294,-0.0126,-0.3004,-0.0422,129.0936,349.9609,354.4127,down
0.2218,0.0061,0.9019,0.0475,-1.9848,-0.1244,128.8627,328.4366,356.4082,down
0.5685,-0.007,0.7881,-0.3064,-1.9027,-0.2414,129.6979,304.6371,352.9519,down
0.7884,0.0134,0.4762,0.1716,-1.5395,-0.3397,123.5046,281.6768,2.0932,down
1.0008,0.067,0.2759,-0.1931,-0.2766,0.1163,128.2899,276.1749,354.2449,down
0.9516,0.0019,0.3256,-0.1152,2.1611,0.2363,133.6755,297.1833,347.7697,down
0.6619,0.0799,0.7462,-0.2979,2.3208,0.3374,131.3741,326.4412,349.3509,down
0.2548,0.0265,0.9056,-0.0645,1.8719,-0.0361,128.9173,348.5398,351.738,down
0.0099,0.0172,1.0138,0.0253,0.3477,-0.0129,129.0394,359.1724,351.2076,down
-0.1444,0.0505,0.9633,0.1071,0.1215,0.0311,130.1569,3.2053,352.7048,down
-0.0099,0.0529,1.0101,-0.3193,-1.3626,-0.0266,132.4027,351.6065,352.034,down
0.215,0.043,0.949,-0.1644,-1.6033,-0.4038,131.3708,336.697,352.6498,down
0.5433,0.169,0.8139,0.3038,-1.7398,-0.1219,128.9434,319.0393,359.0054,down
0.6507,-0.0562,0.6697,-0.2249,-1.4561,0.1955,136.1684,306.5836,351.3058,down
0.8633,0.0643,0.4382,0.1154,-1.0328,-0.4854,128.21,292.5237,358.3883,down
0.9414,0.1144,0.4223,0.0747,-0.566,0.0873,130.1092,285.7866,356.9503,down
0.9635,0.0284,0.2997,0.0468,0.0783,-0.0359,134.4376,285.3954,351.7776,down
0.8699,-0.0036,0.5006,-0.5717,2.7829,0.4721,134.6744,317.7183,343.6717,down
0.5622,-0.0051,0.8564,-0.1646,2.2575,0.3575,126.9215,337.8164,348.1472,down
0.0689,-0.1274,1.0238,0.4591,0.7398,0.0478,123.9138,353.6583,354.4911,down
0.0095,0.001,0.977,0.0424,0.1619,0.0503,125.5279,0.5488,356.7844,down
0.1501,-0.0282,1.0467,0.2815,-1.966,-0.1626,125.6524,341.7073,357.3284,down
0.4873,-0.0186,0.8927,0.1496,-2.2226,-0.0981,127.4561,314.1984,358.7995,down
0.7564,0.0401,0.6626,-0.0279,-1.6759,-0.2243,121.0791,294.869,3.1251,down
0.9131,-0.0289,0.3865,-0.0163,-1.6322,-0.2029,115.5223,280.0859,8.7591,down
1.0057,0.0095,0.1557,-0.2124,-0.3191,0.0118,104.6542,273.9171,16.6265,down
0.9974,0.0452,0.3227,0.5054,2.4554,0.1984,118.7251,301.4931,2.6378,down
0.6112,0.0231,0.7506,0.1789,1.9151,0.0558,119.6854,326.8098,4.3315,down
0.3166,0.0296,0.9358,-0.3324,1.5147,0.3918,124.9599,345.0197,359.2298,down
0.0955,-0.0289,0.9862,0.3961,0.9057,0.061,127.5292,357.1156,0.9981,down
0.0747,0.0226,0.9843,0.4416,-1.6444,-0.2212,125.1267,340.2107,8.5126,down
0.3695,0.0192,0.8997,-0.293,-1.8106,0.024,126.1675,322.1774,7.1086,down
0.6405,0.0619,0.6463,-0.0694,-1.4089,-0.0639,119.0087,302.1614,12.5707,down
0.8604,0.1112,0.4633,-0.362,-1.0433,-0.0041,106.2031,290.1805,21.3909,down
0.9244,0.0396,0.2179,-0.0111,-1.0607,-0.1162,56.3425,280.3407,69.0955,down
0.9725,0.0473,0.1504,-0.0094,0.1757,-0.049,65.3712,279.6222,59.0804,down
0.9264,0.0168,0.3972,0.2169,1.7295,0.2396,114.5984,297.1932,12.3198,down
0.6755,0.0019,0.6889,0.0297,1.6873,-0.0023,120.3082,319.1628,7.2563,down
0.3132,0.0728,0.8966,0.1452,1.9402,0.071,127.3463,348.3447,7.7782,down
0.0504,0.1097,1.0318,-0.4611,0.26,0.1526,129.9972,355.6148,2.8084,down
0.0756,0.0456,1.0574,0.0746,-0.6523,-0.1889,127.746,350.1274,4.1454,down
0.3006,0.0352,0.9602,0.2368,-1.4284,-0.3239,122.3572,335.3496,7.7082,down
0.4856,0.0709,0.9046,-0.006,-1.2696,0.02,121.2685,320.5021,7.6534,down
0.7358,0.0529,0.6251,0.0236,-1.6731,-0.1031,113.3544,302.356,14.6463,down
0.8694,0.0408,0.435,-0.0146,-1.3267,-0.235,93.7024,288.5747,33.0474,down
0.9938,0.0471,0.2028,-0.1044,-0.4593,-0.0139,69.9373,281.8969,53.6563,down
0.8927,0.0556,0.2885,0.0972,1.9283,0.2695,112.9041,296.7037,14.6884,down
0.7288,-0.0029,0.6677,0.0972,1.5896,0.2078,120.6131,315.6035,7.3427,down
0.4165,-0.0666,0.9036,0.1476,2.3312,0.1186,126.8421,342.8339,5.0952,down
0.0659,0.0602,1.0238,0.1192,0.2884,-0.0906,126.5033,352.0887,9.1329,down
0.2087,0.0983,0.9658,-0.0198,-1.9892,-0.2161,120.6064,329.0898,12.0069,down
0.5756,0.0301,0.7874,-0.0436,-1.3282,-0.3566,111.6344,314.0424,14.9542,down
0.7824,0.0476,0.6594,-0.331,-1.2045,0.0954,107.1996,301.4227,14.0131,down
0.9058,0.0286,0.414,0.0386,-0.8808,-0.2723,98.7729,292.4909,23.1649,down
0.9802,-0.041,0.3963,0.2719,1.2722,0.1996,112.9101,300.7896,12.5798,down
0.6355,-0.0408,0.7791,0.3144,1.9008,0.0328,119.4904,324.8025,12.6169,down
